date,open,high,low,close,volume,hold,settle
2023-06-01,3786.0,3832.0,3783.2,3798.0,71060,114355,0.0
2023-06-02,3820.0,3863.0,3819.0,3850.4,63645,104320,0.0
2023-06-05,3850.4,3851.8,3821.0,3833.8,48216,102048,0.0
2023-06-06,3830.0,3864.8,3790.4,3794.0,73642,108079,0.0
2023-06-07,3806.8,3815.2,3768.8,3781.8,63556,98997,0.0
2023-06-08,3786.0,3831.0,3767.6,3811.0,67626,98960,0.0
2023-06-09,3819.6,3836.0,3808.4,3832.8,56763,89722,0.0
2023-06-12,3820.4,3858.0,3812.8,3833.6,64722,85961,0.0
2023-06-13,3829.0,3868.0,3828.0,3862.6,60923,71308,0.0
2023-06-14,3870.6,3889.2,3858.2,3860.6,60143,54461,0.0
2023-06-15,3873.0,3925.8,3868.4,3924.2,49804,31268,0.0
2023-06-16,3929.0,3959.8,3925.8,3958.0,24354,12836,0.0
2023-06-19,3927.0,3928.4,3895.8,3901.4,48141,85538,0.0
2023-06-20,3900.0,3913.0,3888.6,3893.0,45090,86486,0.0
2023-06-21,3878.0,3890.0,3833.0,3833.8,56262,86672,0.0
2023-06-26,3813.4,3818.0,3777.4,3792.8,61332,91820,0.0
2023-06-27,3798.2,3827.8,3783.4,3817.0,52693,86571,0.0
2023-06-28,3808.0,3824.4,3783.2,3822.0,53180,88640,0.0
2023-06-29,3828.0,3828.8,3792.4,3805.4,45506,85817,0.0
2023-06-30,3802.0,3848.6,3796.0,3827.4,49919,87442,0.0
2023-07-03,3839.0,3886.6,3837.0,3871.8,52469,86542,0.0
2023-07-04,3868.8,3883.2,3865.0,3880.8,33960,81171,0.0
2023-07-05,3876.0,3880.0,3844.4,3849.6,40793,82932,0.0
2023-07-06,3839.6,3864.4,3816.2,3821.0,50127,84997,0.0
2023-07-07,3812.2,3825.4,3799.0,3806.2,49987,84283,0.0
2023-07-10,3828.4,3851.6,3812.0,3825.4,46327,81858,0.0
2023-07-11,3839.6,3858.2,3828.8,3853.2,46727,80216,0.0
2023-07-12,3852.4,3862.8,3823.2,3832.2,47835,81262,0.0
2023-07-13,3850.8,3900.6,3848.2,3897.0,57888,79320,0.0
2023-07-14,3903.8,3907.0,3891.0,3894.8,36814,72730,0.0
2023-07-17,3876.2,3884.0,3845.0,3860.0,42822,64974,0.0
2023-07-18,3868.2,3869.8,3841.2,3855.8,41769,58688,0.0
2023-07-19,3844.0,3862.0,3832.4,3854.8,41830,47116,0.0
2023-07-20,3867.2,3881.6,3818.0,3824.8,39880,27458,0.0
2023-07-21,3824.2,3861.0,3816.8,3834.0,57189,74153,0.0
2023-07-24,3808.8,3838.4,3803.2,3812.0,44306,72455,0.0
2023-07-25,3877.0,3927.6,3876.0,3926.4,70645,83429,0.0
2023-07-26,3919.0,3923.8,3903.2,3915.2,41289,74154,0.0
2023-07-27,3925.0,3938.0,3895.8,3910.4,49250,76763,0.0
2023-07-28,3898.0,4018.0,3895.0,4009.2,75196,87171,0.0
2023-07-31,4048.0,4082.0,4016.4,4024.6,73686,89250,0.0
2023-08-01,4021.0,4046.4,3997.2,4008.6,54446,83078,0.0
2023-08-02,3999.6,4021.4,3966.8,3976.8,59550,86629,0.0
2023-08-03,3975.2,4011.8,3972.2,4009.4,56176,83148,0.0
2023-08-04,4043.6,4073.0,4016.2,4027.6,79386,92890,0.0
2023-08-07,4012.8,4018.0,3990.2,4005.6,48586,81475,0.0
2023-08-08,3991.0,4014.8,3974.6,3988.4,56269,84793,0.0
2023-08-09,3979.0,3996.0,3974.4,3983.0,41533,78019,0.0
2023-08-10,3978.2,3991.6,3945.2,3979.2,57188,85735,0.0
2023-08-11,3972.8,3985.0,3880.0,3882.2,73266,80625,0.0
2023-08-14,3842.2,3863.6,3816.0,3856.8,63678,72540,0.0
2023-08-15,3865.0,3868.2,3812.2,3851.4,59400,60412,0.0
2023-08-16,3830.0,3855.0,3820.2,3821.2,44696,45609,0.0
2023-08-17,3816.2,3853.8,3798.4,3846.6,73150,178773,0.0
2023-08-18,3846.8,3857.4,3788.0,3789.4,84847,188531,0.0
2023-08-21,3778.8,3794.8,3733.8,3734.8,89587,191709,0.0
2023-08-22,3753.0,3779.4,3711.4,3761.0,104215,193303,0.0
2023-08-23,3754.4,3761.2,3696.2,3705.0,84037,184762,0.0
2023-08-24,3722.8,3759.8,3712.0,3730.0,81974,185351,0.0
2023-08-25,3710.0,3749.0,3703.6,3720.6,87238,187172,0.0
2023-08-28,3922.0,3930.0,3743.8,3757.2,143618,199955,0.0
2023-08-29,3757.4,3829.0,3756.0,3796.4,111720,183377,0.0
2023-08-30,3810.0,3825.4,3788.0,3794.0,72711,174542,0.0
2023-08-31,3798.0,3805.0,3767.4,3776.8,64186,174717,0.0
2023-09-01,3794.8,3818.4,3785.0,3796.8,63667,166285,0.0
2023-09-04,3827.6,3865.0,3809.0,3857.0,84243,166129,0.0
2023-09-05,3844.8,3847.8,3817.2,3826.2,62230,154391,0.0
2023-09-06,3813.0,3828.6,3798.8,3817.2,59819,153130,0.0
2023-09-07,3807.2,3811.2,3758.8,3761.2,71201,148697,0.0
2023-09-08,3751.0,3761.6,3728.0,3739.4,59465,138406,0.0
2023-09-11,3745.8,3793.8,3735.4,3770.0,79720,131707,0.0
2023-09-12,3765.0,3779.2,3757.6,3766.6,58937,107502,0.0
2023-09-13,3766.4,3776.8,3719.0,3739.6,74921,85127,0.0
2023-09-14,3740.0,3750.0,3717.0,3737.6,60859,48280,0.0
2023-09-15,3741.0,3750.0,3704.8,3709.4,35758,23881,0.0
2023-09-18,3710.0,3756.4,3702.6,3743.8,71330,107730,0.0
2023-09-19,3737.0,3740.0,3713.6,3736.4,56605,105157,0.0
2023-09-20,3726.4,3736.0,3718.2,3720.2,46453,101402,0.0
2023-09-21,3710.2,3725.8,3682.0,3684.0,57469,109637,0.0
2023-09-22,3687.0,3763.6,3678.2,3763.2,75829,112426,0.0
2023-09-25,3753.0,3755.0,3723.2,3731.4,49477,103976,0.0
2023-09-26,3728.6,3738.8,3708.2,3712.6,44708,105166,0.0
2023-09-27,3714.6,3749.8,3709.2,3721.6,61811,108734,0.0
2023-09-28,3730.0,3733.6,3695.4,3701.0,47606,104693,0.0
2023-10-09,3693.4,3706.0,3646.2,3690.6,63550,113744,0.0
2023-10-10,3711.6,3717.6,3659.4,3663.2,52435,104669,0.0
2023-10-11,3683.0,3700.6,3664.0,3671.0,53866,101848,0.0
2023-10-12,3707.0,3723.2,3688.2,3710.0,62434,99733,0.0
2023-10-13,3684.0,3686.0,3661.8,3671.0,47539,93223,0.0
2023-10-16,3675.0,3677.4,3617.2,3628.8,53543,89132,0.0
2023-10-17,3633.8,3649.8,3622.8,3640.6,50404,75054,0.0
2023-10-18,3637.0,3639.0,3610.0,3613.2,53355,63173,0.0
2023-10-19,3588.2,3596.2,3531.8,3536.6,52221,38404,0.0
2023-10-20,3523.0,3540.8,3504.2,3521.6,71133,96152,0.0
2023-10-23,3508.0,3512.8,3448.8,3470.8,69148,96126,0.0
2023-10-24,3480.0,3502.8,3453.8,3485.2,76044,100060,0.0
2023-10-25,3528.0,3542.0,3503.4,3505.8,64489,91108,0.0
2023-10-26,3492.2,3525.8,3486.2,3519.2,61284,94951,0.0
2023-10-27,3509.2,3587.8,3502.4,3573.0,75265,94572,0.0
2023-10-30,3561.2,3600.6,3561.0,3588.2,60588,90554,0.0
2023-10-31,3582.0,3587.0,3558.2,3580.6,47162,86149,0.0
2023-11-01,3601.8,3603.6,3565.2,3577.0,50481,86562,0.0
2023-11-02,3588.4,3605.6,3558.6,3559.2,47567,82723,0.0
2023-11-03,3568.2,3606.8,3565.2,3588.0,58332,87687,0.0
2023-11-06,3613.8,3643.0,3610.4,3638.0,59219,87251,0.0
2023-11-07,3628.0,3638.0,3612.0,3626.0,46160,82992,0.0
2023-11-08,3615.0,3633.0,3593.6,3613.6,53347,81360,0.0
2023-11-09,3607.2,3632.0,3603.8,3618.0,49528,77406,0.0
2023-11-10,3600.2,3603.6,3577.4,3587.8,48298,71770,0.0
2023-11-13,3593.0,3601.6,3561.8,3585.6,46850,69573,0.0
2023-11-14,3591.8,3606.0,3571.0,3585.0,51745,59814,0.0
2023-11-15,3622.6,3627.8,3597.2,3610.0,47792,45264,0.0
2023-11-16,3606.0,3615.0,3576.0,3577.0,61866,188740,0.0
2023-11-17,3566.0,3578.8,3550.2,3571.0,68469,200799,0.0
2023-11-20,3574.8,3594.8,3543.4,3582.0,71129,197700,0.0
2023-11-21,3598.0,3626.8,3579.4,3589.0,85151,199017,0.0
2023-11-22,3577.2,3585.4,3548.6,3548.6,60643,192634,0.0
2023-11-23,3547.0,3573.0,3533.4,3571.6,67966,194830,0.0
2023-11-24,3562.0,3564.4,3534.4,3542.4,60673,188897,0.0
2023-11-27,3539.0,3541.0,3492.6,3517.2,64045,187937,0.0
2023-11-28,3511.4,3527.6,3501.4,3523.2,53961,179352,0.0
2023-11-29,3529.0,3529.0,3483.0,3497.4,57861,181468,0.0
2023-11-30,3496.0,3512.0,3486.2,3502.6,57055,174437,0.0
2023-12-01,3497.0,3500.0,3455.6,3484.0,73411,182485,0.0
2023-12-04,3485.0,3492.8,3457.4,3458.4,59580,167804,0.0
2023-12-05,3450.6,3451.0,3376.0,3380.0,84660,163588,0.0
2023-12-06,3379.0,3418.6,3370.8,3391.4,75215,142663,0.0
2023-12-07,3380.8,3402.8,3361.0,3387.6,70741,138429,0.0
2023-12-08,3389.4,3408.8,3382.2,3395.6,61423,125532,0.0
2023-12-11,3373.0,3433.6,3341.4,3418.6,85442,121003,0.0
2023-12-12,3412.8,3430.0,3407.4,3427.0,65865,91832,0.0
2023-12-13,3415.2,3417.6,3365.2,3368.0,62450,74759,0.0
2023-12-14,3388.8,3402.0,3349.4,3352.4,55420,44728,0.0
2023-12-15,3375.2,3393.0,3342.4,3346.2,34611,21115,0.0
2023-12-18,3328.0,3353.2,3303.4,3335.0,63506,105000,0.0
2023-12-19,3331.8,3355.0,3317.0,3341.8,58600,108764,0.0
2023-12-20,3347.0,3351.6,3305.2,3309.6,59144,109216,0.0
2023-12-21,3296.0,3358.0,3291.4,3342.4,84081,117112,0.0
2023-12-22,3340.0,3374.6,3323.0,3348.0,82261,114179,0.0
2023-12-25,3346.4,3366.0,3343.4,3356.2,45108,104891,0.0
2023-12-26,3357.4,3358.0,3322.6,3333.4,51248,107069,0.0
2023-12-27,3342.0,3351.8,3317.2,3342.2,59283,106873,0.0
2023-12-28,3339.0,3441.4,3338.0,3432.2,88013,117216,0.0
2023-12-29,3430.0,3449.4,3423.2,3439.4,63813,105704,0.0
2024-01-02,3439.4,3442.0,3388.0,3388.2,53653,100995,0.0
2024-01-03,3385.0,3398.8,3367.2,3383.0,50495,99096,0.0
2024-01-04,3381.6,3381.6,3324.0,3350.2,61815,103436,0.0
2024-01-05,3340.2,3377.6,3314.4,3334.2,71188,99516,0.0
2024-01-08,3329.0,3342.0,3276.6,3279.6,74184,99984,0.0
2024-01-09,3285.0,3309.0,3272.6,3292.4,69450,94611,0.0
2024-01-10,3280.0,3319.2,3265.6,3278.2,67521,94013,0.0
2024-01-11,3277.6,3320.0,3271.2,3297.6,68319,92216,0.0
2024-01-12,3281.6,3315.8,3281.0,3286.4,56689,87041,0.0
2024-01-15,3270.0,3313.6,3261.4,3280.2,60013,81875,0.0
2024-01-16,3272.0,3303.0,3250.0,3301.4,80097,76216,0.0
2024-01-17,3288.0,3291.8,3210.4,3222.4,70728,54792,0.0
2024-01-18,3213.8,3262.2,3162.0,3249.2,63787,35836,0.0
2024-01-19,3224.0,3258.8,3224.0,3242.0,78547,82239,0.0
2024-01-22,3239.0,3259.0,3133.0,3179.0,90087,84856,0.0
2024-01-23,3178.2,3240.4,3159.0,3212.2,84020,82818,0.0
2024-01-24,3240.0,3269.2,3173.0,3264.0,89508,82914,0.0
2024-01-25,3259.0,3342.4,3252.4,3334.2,81000,79589,0.0
2024-01-26,3323.0,3348.8,3313.0,3327.6,70551,75696,0.0
2024-01-29,3332.0,3349.2,3292.2,3294.0,64406,71909,0.0
2024-01-30,3281.4,3294.6,3237.0,3237.4,68690,75315,0.0
2024-01-31,3227.0,3250.6,3193.2,3212.0,77497,72425,0.0
2024-02-01,3200.2,3250.0,3187.0,3213.6,72482,70555,0.0
2024-02-02,3227.8,3234.8,3090.0,3165.4,88240,72122,0.0
2024-02-05,3147.4,3218.0,3091.2,3171.2,91838,65176,0.0
2024-02-06,3171.2,3308.8,3162.8,3303.0,75996,50454,0.0
2024-02-07,3279.0,3327.0,3271.0,3316.6,81202,144102,0.0
2024-02-08,3334.0,3363.0,3329.8,3353.6,84960,151887,0.0
2024-02-19,3385.0,3388.0,3354.2,3373.0,72044,151687,0.0
2024-02-20,3373.0,3397.0,3361.0,3387.0,62140,149259,0.0
2024-02-21,3374.2,3504.8,3371.4,3455.0,106916,156023,0.0
2024-02-22,3451.2,3487.4,3450.0,3484.0,66933,144314,0.0
2024-02-23,3488.8,3505.0,3471.0,3487.0,66409,140770,0.0
2024-02-26,3481.6,3489.0,3441.6,3445.4,68412,134890,0.0
2024-02-27,3441.8,3497.6,3436.4,3497.4,67716,128057,0.0
2024-02-28,3500.0,3525.2,3454.0,3456.8,87304,128589,0.0
2024-02-29,3460.0,3520.0,3455.0,3515.4,83099,121179,0.0
2024-03-01,3505.2,3550.8,3504.0,3540.0,68260,114386,0.0
2024-03-04,3538.0,3548.0,3519.4,3531.0,55958,108883,0.0
2024-03-05,3517.0,3558.8,3510.0,3545.6,69808,108277,0.0
2024-03-06,3542.6,3578.6,3535.8,3545.2,63011,100080,0.0
2024-03-07,3545.6,3569.6,3521.0,3526.0,59832,96763,0.0
2024-03-08,3536.0,3548.8,3510.0,3541.0,59608,89571,0.0
2024-03-11,3540.0,3591.8,3537.2,3590.2,65942,82701,0.0
2024-03-12,3594.2,3611.8,3580.0,3598.4,64793,69804,0.0
2024-03-13,3594.0,3599.6,3567.6,3577.8,53156,54162,0.0
2024-03-14,3582.0,3602.4,3550.0,3566.0,46618,36411,0.0
2024-03-15,3560.2,3569.2,3536.0,3554.6,25257,17154,0.0
2024-03-18,3578.0,3608.0,3574.0,3607.8,53804,89314,0.0
2024-03-19,3597.6,3615.0,3578.2,3582.4,49195,87163,0.0
2024-03-20,3580.0,3596.4,3572.0,3585.0,51049,85097,0.0
2024-03-21,3595.6,3609.2,3579.8,3584.2,49230,84474,0.0
2024-03-22,3582.4,3582.4,3521.0,3540.2,68032,91984,0.0
2024-03-25,3535.0,3566.0,3522.6,3532.0,54638,81870,0.0
2024-03-26,3538.2,3553.6,3524.6,3542.8,53578,84555,0.0
2024-03-27,3536.0,3547.2,3504.6,3504.8,55557,83728,0.0
2024-03-28,3508.6,3559.6,3492.2,3521.8,67417,88293,0.0
2024-03-29,3520.4,3544.8,3518.2,3539.2,45783,79141,0.0
2024-04-01,3555.6,3612.8,3555.6,3600.4,52275,83401,0.0
2024-04-02,3595.4,3604.8,3577.2,3589.6,42444,77925,0.0
2024-04-03,3589.0,3590.0,3564.0,3574.6,40028,74663,0.0
2024-04-08,3558.2,3570.4,3536.2,3541.8,50579,75268,0.0
2024-04-09,3546.0,3549.0,3523.6,3536.4,42864,71027,0.0
2024-04-10,3529.6,3535.2,3489.8,3508.6,51313,74861,0.0
2024-04-11,3490.2,3527.2,3485.4,3508.8,49918,68634,0.0
2024-04-12,3506.0,3518.0,3465.2,3472.4,48347,66968,0.0
2024-04-15,3479.6,3559.8,3477.2,3546.4,71887,69107,0.0
2024-04-16,3534.0,3546.2,3500.8,3514.0,62523,54352,0.0
2024-04-17,3520.4,3570.0,3501.2,3563.4,57735,42511,0.0
2024-04-18,3552.2,3607.2,3552.2,3569.0,41968,23579,0.0
2024-04-19,3564.0,3568.4,3528.4,3542.0,48710,66670,0.0
2024-04-22,3544.8,3565.4,3527.2,3535.6,46887,67871,0.0
2024-04-23,3535.2,3541.2,3501.6,3509.6,46892,67729,0.0
2024-04-24,3519.0,3530.0,3497.4,3523.6,41586,65392,0.0
2024-04-25,3514.2,3549.8,3505.0,3533.4,48014,65563,0.0
2024-04-26,3544.4,3597.2,3543.8,3587.6,61866,68038,0.0
2024-04-29,3594.0,3656.4,3587.8,3631.6,59294,69344,0.0
2024-04-30,3638.4,3638.4,3608.2,3610.2,39056,62923,0.0
2024-05-06,3666.0,3678.8,3647.6,3656.2,47582,64765,0.0
2024-05-07,3656.0,3666.2,3648.2,3658.0,32715,58149,0.0
2024-05-08,3654.0,3654.0,3626.4,3628.6,33023,55972,0.0
2024-05-09,3635.0,3673.0,3631.2,3663.6,38078,54826,0.0
2024-05-10,3670.4,3681.0,3637.6,3665.0,43705,53884,0.0
2024-05-13,3645.0,3673.8,3618.0,3661.6,43591,49303,0.0
2024-05-14,3666.8,3678.0,3644.2,3655.6,37330,41898,0.0
2024-05-15,3650.0,3656.6,3622.2,3629.6,33460,33096,0.0
2024-05-16,3627.2,3645.2,3614.0,3623.0,57067,135302,0.0
2024-05-17,3628.0,3675.0,3615.8,3669.0,73451,142379,0.0
2024-05-20,3676.2,3695.6,3662.0,3675.0,64289,137734,0.0
2024-05-21,3663.4,3674.0,3649.0,3662.2,46783,132670,0.0
2024-05-22,3662.2,3677.0,3653.8,3666.4,50559,133359,0.0
2024-05-23,3654.2,3655.0,3615.0,3629.2,63497,132524,0.0
2024-05-24,3618.8,3637.6,3586.0,3589.0,61126,128483,0.0
2024-05-27,3598.6,3619.4,3588.6,3617.4,51760,121946,0.0
2024-05-28,3612.8,3621.8,3587.0,3596.4,48798,120145,0.0
2024-05-29,3598.2,3623.0,3588.8,3596.2,53321,119393,0.0
2024-05-30,3590.0,3614.8,3576.6,3586.0,57085,119626,0.0
2024-05-31,3596.0,3606.8,3568.8,3571.8,51590,117050,0.0
2024-06-03,3570.0,3587.6,3552.8,3572.6,59654,119208,0.0
2024-06-04,3570.2,3611.8,3565.8,3597.6,58083,113456,0.0
2024-06-05,3593.0,3609.8,3583.0,3584.0,44885,107030,0.0
2024-06-06,3598.0,3618.4,3570.6,3584.4,66361,114374,0.0
2024-06-07,3595.0,3598.4,3539.0,3558.8,66751,110267,0.0
2024-06-11,3548.0,3554.4,3517.6,3536.6,54307,108077,0.0
2024-06-12,3533.4,3541.6,3521.2,3531.2,42344,99927,0.0
2024-06-13,3536.8,3542.6,3507.4,3517.6,47303,96661,0.0
2024-06-14,3512.6,3540.2,3498.0,3533.6,58876,93832,0.0
2024-06-17,3515.2,3536.6,3514.6,3527.6,49884,79881,0.0
2024-06-18,3533.8,3549.2,3526.4,3537.2,52593,67671,0.0
2024-06-19,3541.4,3547.6,3522.4,3527.6,45265,52175,0.0
2024-06-20,3529.8,3535.6,3501.0,3505.0,40551,32722,0.0
2024-06-21,3505.0,3511.0,3475.0,3492.8,25877,15682,0.0
2024-06-24,3446.0,3478.6,3441.4,3450.0,57669,83482,0.0
2024-06-25,3453.6,3457.8,3409.2,3427.8,57714,84819,0.0
2024-06-26,3426.0,3459.6,3414.6,3447.2,53995,80122,0.0
2024-06-27,3438.6,3442.0,3421.2,3430.0,48155,80786,0.0
2024-06-28,3425.0,3465.0,3422.0,3435.4,57829,83004,0.0
2024-07-01,3438.0,3458.6,3417.0,3448.6,47857,79496,0.0
2024-07-02,3441.4,3461.2,3436.8,3444.6,40162,77683,0.0
2024-07-03,3449.8,3452.0,3428.8,3438.2,40891,77951,0.0
2024-07-04,3445.0,3459.8,3418.0,3419.0,49753,81880,0.0
2024-07-05,3423.0,3427.0,3373.2,3404.8,57546,86876,0.0
2024-07-08,3397.8,3403.6,3370.2,3379.2,40933,79038,0.0
2024-07-09,3378.8,3432.6,3363.0,3418.2,62497,85362,0.0
2024-07-10,3416.0,3432.0,3409.0,3412.4,39700,75866,0.0
2024-07-11,3437.6,3468.8,3424.8,3455.8,51487,77116,0.0
2024-07-12,3455.4,3470.8,3452.4,3461.6,37297,68473,0.0
2024-07-15,3456.0,3471.8,3453.8,3461.0,38026,65192,0.0
2024-07-16,3461.0,3490.6,3453.0,3485.8,49573,59325,0.0
2024-07-17,3485.2,3505.2,3477.6,3493.2,47550,47617,0.0
2024-07-18,3478.0,3516.0,3472.6,3515.2,43599,27342,0.0
2024-07-19,3499.0,3536.2,3492.0,3530.8,22332,12487,0.0
2024-07-22,3515.0,3522.0,3476.0,3492.4,50646,67619,0.0
2024-07-23,3489.6,3498.4,3427.2,3429.8,48791,68910,0.0
2024-07-24,3426.6,3438.4,3390.8,3402.4,56522,72690,0.0
